"","X","User_id","Gender","Text","Label"
"14129",14200,815733657,"female","Photo  The cast of Scream Queens and AHS speaks onstage during Entertainment Weekly  s first ever    EW Fest      https t co4yUYurRXoa",2
"14130",14201,815733660,"female","Added a new video   Mommas and Pappas  https t coIxBfWI8wN9  video",2
"14131",14202,815733661,"brand","Shop the latest from illustratedexample at in stores and online   https t coKx995Bv4gj         jayscale https t coUiPndLNdjh",1
"14132",14203,815733662,"female","10 minutes into  BoysBe and chill  amp  he gives u this look  https t co5MpBm0tTVf",2
"14133",14204,815733663,"brand","Iran Sanctions  Treasury and White House Comment on JCPOA Adoption Day https t coYVqXPGhnlB   by",1
"14134",14205,815733664,"female","I just want some Mexican food and a margarita",2
"14135",14206,815733665,"brand","Learn To Do Magic Tricks And Blow People s Minds  Get your Magic Manuals here  https t coalnHuaRu4k",1
"14136",14207,815733666,"male","smacked and positive vibes https t cog1EQFDcGcB",3
"14137",14208,815733667,"female","right  and the pieces of it are so big",2
"14138",14209,815733668,"brand","doom is a great hero to get it on if its necessary  He needs armor and can farm it",1
"14139",14210,815733669,"male","Looks great  Love the sounds of piano and all things from  neworleans I hope the tour is killing it  x   https t corXZrhwxHYV",3
"14140",14211,815733670,"female","meredith was literally in the midst of writing her apush essay and she fell asleep",2
"14141",14212,815733671,"brand","Build trust  win hearts and change minds by   He ll be at our  FWDB2B Conference on Nov  5  Register  https t coaZk9taDSm6",1
"14142",14213,815733672,"female","Manchester Derby     500mill of talent dished out a snooze fest and 2 shots on goal  Where was the passion of a Derby Match",2
"14143",14214,815733673,"brand","That s right  Level Up Entertainment and Farpoint Toys  amp  Collectibles will be participating in this year s Mays    https t colzY3PVCKHa",1
"14144",14215,815733674,"brand","BEAUTY DEALS  gt  gt  https t coTI121TF7uu  0562 100  Brahmi Powder for Hair and Scalp Health 100  natural Multiple S    https t co9CUbcm1tfP",1
"14145",14216,815733675,"brand","I just got in my car  I smell the foulest stench ever smells like a cross between a dead fish and someone having a serious case of diarrhea",1
"14146",14217,815733676,"female","i ve been at that point for at least a year and a half  Call me MJ cuz you are not alone",2
"14147",14218,815733677,"female","a year and truly liked each other but had outside drama keeping them apart  Can t recall the name though",2
"14148",14219,815733678,"female","im finally listening to fx s album now and it s so good     i love itt",2
"14149",14220,815733679,"female","ABWhour  thisgirlcan be Marvellous while getting fit with Formula 4 Fitness  come and join the fun https t coxXBMCa6Rcv",2
"14150",14221,815733680,"female","I m over it  Come visit Nala and I soon             https t cojL3UPWZ3ex",2
"14151",14222,815733681,"brand","Get loose  amp  limber for Halloween with Yoga  and beer  Tuesday  https t co3sFrngfopr https t cowUbi9oBjqj",1
"14152",14223,815733682,"female","omg I m so buzzing   Phone me later on and me n Alexander can come meet ya if we are out",2
"14153",14224,815733683,"female","no bc even if he survived     how is he supposed to get out of there  and he must have been bitten  somehow  with all the walkers",2
"14154",14225,815733684,"male","I can see why  their acting is scarier than the acting in  fearthewalkingdead https t cocbW2Qn3nKq",3
"14155",14226,815733685,"male","Number crunching for the past day   2 new followers and 3 unfollowers  Stats via https t cozT5Qh5Fru5",3
"14156",14227,815733686,"female","My stats from   Favourite words   ppl  and  tbh   Average word length  3 95  Intelligence rating  Brainless",2
"14157",14228,815733687,"male","Did you go back and asked if they remembered you   Big mistake   Huge",3
"14158",14229,815733688,"female","I had plans for a productive evening but I currently have a cat and a kitten snoozing on my lap  So",2
"14159",14230,815733689,"female","And currently in Glasgow  shady Leanne s shady children are letting in migrants",2
"14160",14231,815733690,"male","Cubs think Fowler will get paid big time and he earned his next contract with a sensational walk year",3
"14161",14232,815733691,"female","give me the high schools name and I ll help you",2
"14162",14233,815733692,"brand","CANDLESTONESOUNDZ https t coDs9FruBwrv THE HOTTEST HIP HOP REGGAE SOCA AND DANCEHALL SELECTION IN THE    https t coUcJLmNCSO0",1
"14163",14234,815733693,"brand","Painting With  Fire  Stones And Gold https t cosQdFyNRqZZ",1
"14164",14235,815733694,"female","Diabetes  Tumors  Overweight  Frozen Lemon Techniques That Will Help You Fight the Worst    https t coYJWNND9OPo",2
"14165",14236,815733695,"male","I m getting too excited and it s not for like 6 months",3
"14166",14237,815733696,"male","Winter is coming and what better snack to have while bundled up than our delicious and nutritious    https t co1XWOBqiyGz",3
"14167",14238,815733697,"brand","Making sure that the light desserts are replaced by things like treacle sponge or Apple crumble and custard    https t co0yNYZNnQgQ",1
"14168",14239,815733698,"brand","Vergil and Hiryu are not as op as I thought they would be  Whew",1
"14169",14240,815733699,"female","About to hang up from Thomas   and take a nap before everyone come in here   and ruin the silence",2
"14170",14241,815733700,"female","stick it on our doors so the chg snitch knows who we are and what we did",2
"14171",14242,815733701,"brand","Dark Horse ditches Queen St  for 401 Richmond  Those who work and play in 401 Richmond will soon get one more     https t coTpR4NwEOkd",1
"14172",14243,815733702,"brand","Women and an ageing workforce  two reasons behind Britain s rising self employment https t co7yunzXOjTq https t cooTggJrExgx",1
"14173",14244,815733703,"brand","well that s where talon and Pacifica live its huge but you get wet socks on cold days",1
"14174",14245,815733704,"female","NO BUT I VE SEEN IT AND I NEVER WANT TO",2
"14175",14246,815733705,"female","Its really ridiculous how effective moisturizing is for skin problems  3 days into a simple routine and my skins twerking upside for me",2
"14176",14247,815733706,"female","nah  Guy I went to high school with works at the dealership and wanted to clean it out lol",2
"14177",14248,815733707,"female","went back home again this sucks gotta pack up and leave again",2
"14178",14249,815733708,"male","Why We Never Saw  AlfredHitchcock   s  Bond and Three More Lost  007 Movies https t coLicQ1m3QdZ",3
"14179",14250,815733709,"female","https t coZ9Ebyy99Te please help vivian with medical and funeral cost the her little girl that never got to breathe fresh air",2
"14180",14251,815733710,"female","me too              and I m failing",2
"14181",14252,815733711,"female","Complete the Swoof Sphinx wonder and build your ultimate  SmurfsVillage  https t coKUFfkGNqmu",2
"14182",14253,815733712,"female","Is it patronising and offensive for my team leader to call all the staff her babies or am I just overly sensitive",2
"14183",14254,815733713,"female","I hate when people complain about their independent finances yet they live with and mooch off of mom  amp  dad  That s not how it works",2
"14184",14255,815733714,"female","New friend  She s pink and glittery   skull  Halloween https t coIdFZfsPGxW",2
"14185",14256,815733715,"female","Two  premieres and performances worlds apart https t coPdkgMwyLWz",2
"14186",14257,815733716,"brand","I d tie him to my bed and do bad things",1
"14187",14258,815733717,"male","The perfect music duo would be SOMO and The Weeknd",3
"14188",14259,815733718,"brand","Creamy Pussy Sex with Casey Calvert and Rico Strong https t coi4DnOCYb8a https t cof1RoErRZBu",1
"14189",14260,815733719,"male","You could make it your star prize in a xmas competition and gain more followers",3
"14191",14262,815733721,"male","Always a good time when me and my cuz link up  https t coezrDZXoK9L",3
"14192",14263,815733722,"female","On the plus side  you don t have giant boobs  I lost 20kg and STILL couldn t find clothes   So I got fat again",2
"14193",14264,815733723,"female","I am gathering that you are a bit of a Felicia Day fan    And both haircuts are fun    D",2
"14194",14265,815733724,"male","ok I called them and they told me bet voided  I ll try chat and see if they will pay out",3
"14196",14267,815733726,"male","So many people selling dreams  Dreams remain dreams of there is no action  To go out there and give information    https t co5ipSJ3yYzt",3
"14197",14268,815733727,"brand","stop by and get our grilled cheese with tomato basil soup special",1
"14198",14269,815733728,"female","all me and my brother do when we re in the same room is tag each other in Facebook posts n laugh together lmfaoooo",2
"14199",14270,815733729,"brand","Every Fan of One Direction should sit and read this then pass it on to another    https t coAzIp15jzjb",1
"14200",14271,815733730,"male","I liked a  video https t coTo63JToYQR  SepangClash  Rossi and Marquez get physical",3
"14201",14272,815733731,"female","I GOT NEW MAKE UP AND FOUND MY LIP LINER TODAY IS SUCH A GREAT DAY",2
"14202",14273,815733732,"female","can you play a ha on 1 nov for mine and magne f s birthdays pretty please jason  Ta  kati x",2
"14203",14274,815733733,"brand","It s called crime and whenever there s a free slot for now im off watching my cat shamelessly sitthing      https t coRIQOlSD0Hc",1
"14204",14275,815733734,"brand","Hillaryclinton should own her bigotry  and say she s was wrong to discriminate against gay americans   Cnn",1
"14205",14276,815733735,"female","I feel so behind  I see so many kids my age making power moves and I m just sitting here  Blah",2
"14206",14277,815733736,"brand","DEAD OR ALIVE   by Tom Clancy and Grant Blackwood https t coi01BuMMbS5 https t cornkUmQhMrU",1
"14207",14278,815733737,"male","LifeHacker Build a Transforming Workbench  Desk  and Storage Unit  If you don  t have a    https t codSGAcM75z7  https t coNQhw0Ng904",3
"14208",14279,815733738,"male","you are typing since harry and louis were eighteen  did you die",3
"14209",14280,815733739,"female","my gpa is 4 1 my teeth are straight and the common cold has been cured https t co3crVXBguVa",2
"14210",14281,815733740,"female","It drives me nuts when people don t listen to a single thing in class and then ask a zillion questions on stuff we just covered",2
"14211",14282,815733741,"female","Mike Newman and Gina Campbell celebrate the new record  120 4 mph in a 5 5 tonne truck   https t coFYRXP5rSRA",2
"14212",14283,815733742,"male","Fuck all that back and forth  This ain t a game of tennis",3
